dataset_name,quality_bin,algorithm,train_seed,source_summary_type,dataset_norm_state_cov,dataset_norm_sa_cov,dataset_state_entropy,dataset_avg_return,dataset_success_rate,run_avg_return,run_success_rate,run_avg_episode_length,ood_action_rate_step,support_overlap_rate_unique_sa,eval_sa_coverage_wrt_dataset_support,support_distance_proxy,q_over_rate,q_over_mean_excess,checkpoint_path,status,notes
envA_v2_quality_random_wide50k,random,bc,12,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed12.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,bc,13,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed13.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,bc,14,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed14.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,bc,15,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed15.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,bc,16,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed16.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,bc,17,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed17.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,bc,18,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed18.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,bc,19,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed19.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,0,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,1.000000,1.087386,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed0.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,1,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,1.000000,1.085449,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed1.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,2,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,1.000000,1.055889,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed2.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,3,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,1.000000,1.073493,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed3.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,4,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,1.000000,1.060159,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed4.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,5,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,1.000000,1.026605,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed5.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,6,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,1.000000,1.104101,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed6.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,7,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,1.000000,1.099131,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed7.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,8,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,1.000000,1.075837,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed8.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,9,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,1.000000,1.083655,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed9.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,10,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,1.000000,1.059437,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed10.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,11,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,1.000000,1.036276,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed11.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,12,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,1.000000,1.068128,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed12.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,13,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,1.000000,1.067875,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed13.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,14,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,1.000000,1.038896,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed14.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,15,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,1.000000,1.097163,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed15.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,16,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,1.000000,1.096449,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed16.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,17,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,1.000000,1.114219,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed17.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,18,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,1.000000,1.066651,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed18.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,cql,19,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,1.000000,1.088954,artifacts\training_quality\envA_v2_quality_random_wide50k_cql_seed19.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,0,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed0.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,1,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed1.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,2,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed2.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,3,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.2700,1.0000,73.00,0.000000,1.000000,0.131059,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed3.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,4,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed4.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,5,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed5.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,6,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed6.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,7,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed7.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,8,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed8.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,9,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed9.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,10,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed10.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,11,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed11.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,12,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed12.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,13,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed13.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,14,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed14.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,15,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed15.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,16,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed16.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,17,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed17.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,18,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed18.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,bc,19,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,,,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_bc_seed19.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,0,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,0.316364,0.042010,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed0.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,1,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,0.090909,0.020494,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed1.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,2,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,0.090909,0.018693,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed2.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,3,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,0.087273,0.019645,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed3.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,4,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,0.127273,0.023264,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed4.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,5,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,0.025455,0.011272,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed5.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,6,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,-1.0000,0.0000,100.00,0.000000,1.000000,0.003591,0.000000,0.123636,0.023204,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed6.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,7,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,0.036364,0.013358,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed7.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,8,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,0.247273,0.032746,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed8.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,9,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,-1.0000,0.0000,100.00,0.000000,1.000000,0.075404,0.000000,0.083636,0.017853,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed9.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,10,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,0.116364,0.021376,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed10.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,11,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,0.145455,0.025162,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed11.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,12,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,0.040000,0.016655,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed12.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,13,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,0.021818,0.010117,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed13.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,14,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,0.007273,0.007996,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed14.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,15,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,-1.0000,0.0000,100.00,0.000000,1.000000,0.003591,0.000000,0.290909,0.038959,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed15.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,16,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,-1.0000,0.0000,100.00,0.000000,1.000000,0.061041,0.000000,0.290909,0.034822,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed16.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,17,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,-1.0000,0.0000,100.00,0.000000,1.000000,0.102334,0.000000,0.516364,0.067692,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed17.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,18,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,0.040000,0.012059,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed18.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_suboptimal_wide50k,suboptimal,cql,19,quality,0.410448,0.207836,7.8102,-0.5873,0.3872,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,0.589091,0.060964,artifacts\training_quality\envA_v2_quality_suboptimal_wide50k_cql_seed19.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_medium_wide50k,medium,bc,0,quality,0.410448,0.207836,7.8405,-0.1926,0.7379,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,,,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed0.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_medium_wide50k,medium,bc,1,quality,0.410448,0.207836,7.8405,-0.1926,0.7379,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,,,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed1.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_medium_wide50k,medium,bc,2,quality,0.410448,0.207836,7.8405,-0.1926,0.7379,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,,,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed2.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_medium_wide50k,medium,bc,3,quality,0.410448,0.207836,7.8405,-0.1926,0.7379,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,,,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed3.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_medium_wide50k,medium,bc,4,quality,0.410448,0.207836,7.8405,-0.1926,0.7379,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,,,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed4.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_medium_wide50k,medium,bc,5,quality,0.410448,0.207836,7.8405,-0.1926,0.7379,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,,,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed5.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_medium_wide50k,medium,bc,6,quality,0.410448,0.207836,7.8405,-0.1926,0.7379,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,,,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed6.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_medium_wide50k,medium,bc,7,quality,0.410448,0.207836,7.8405,-0.1926,0.7379,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,,,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed7.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_medium_wide50k,medium,bc,8,quality,0.410448,0.207836,7.8405,-0.1926,0.7379,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,,,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed8.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_medium_wide50k,medium,bc,9,quality,0.410448,0.207836,7.8405,-0.1926,0.7379,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,,,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed9.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_medium_wide50k,medium,bc,10,quality,0.410448,0.207836,7.8405,-0.1926,0.7379,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,,,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed10.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_medium_wide50k,medium,bc,11,quality,0.410448,0.207836,7.8405,-0.1926,0.7379,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,,,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed11.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_medium_wide50k,medium,bc,12,quality,0.410448,0.207836,7.8405,-0.1926,0.7379,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,,,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed12.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_medium_wide50k,medium,bc,13,quality,0.410448,0.207836,7.8405,-0.1926,0.7379,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,,,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed13.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_medium_wide50k,medium,bc,14,quality,0.410448,0.207836,7.8405,-0.1926,0.7379,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,,,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed14.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_medium_wide50k,medium,bc,15,quality,0.410448,0.207836,7.8405,-0.1926,0.7379,0.3900,1.0000,61.00,0.000000,1.000000,0.109515,0.000000,,,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed15.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_medium_wide50k,medium,bc,16,quality,0.410448,0.207836,7.8405,-0.1926,0.7379,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,,,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed16.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_medium_wide50k,medium,bc,17,quality,0.410448,0.207836,7.8405,-0.1926,0.7379,0.4100,1.0000,59.00,0.000000,1.000000,0.105925,0.000000,,,artifacts\training_quality\envA_v2_quality_medium_wide50k_bc_seed17.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
